entry,Base_SMILES,Base_Name,Ligand_SMILES,Ligand_Name,Solvent_SMILES,Solvent_Name,Concentration,Temp_C,yield
1297,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1298,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,105,2.21
1299,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,105,5.59
1300,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,105,35.64
1301,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1302,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,105,16.31
1303,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1304,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,105,10.68
1305,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,105,4.15
1306,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,105,30.75
1307,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1308,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,105,14.5
1309,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1310,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,105,22.02
1311,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,105,3.37
1312,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,105,38.53
1313,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1314,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,105,14.84
1315,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1316,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,105,33.41
1317,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,105,1.3
1318,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,105,19.84
1319,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,105,0.0
1320,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,4.99
1321,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1322,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,1.47
1323,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,5.45
1324,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,25.69
1325,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1326,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,14.68
1327,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1328,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,24.06
1329,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,8.93
1330,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,17.0
1331,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1332,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,16.85
1333,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1334,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1335,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,6.15
1336,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,41.1
1337,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1338,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,7.12
1339,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1340,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,12.53
1341,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,6.96
1342,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,11.91
1343,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.057,105,0.0
1344,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.057,120,62.04
1345,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.057,120,12.01
1346,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.057,120,13.87
1347,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.057,120,89.14
1348,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.057,120,96.64
1349,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.057,120,3.33
1350,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.057,120,83.62
1351,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.057,120,28.06
1352,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.057,120,36.29
1353,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.057,120,82.13
1354,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.057,120,89.95
1355,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.057,120,2.15
1356,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.057,120,78.6
1357,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.057,120,18.16
1358,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.057,120,16.77
1359,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.057,120,81.48
1360,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.057,120,95.48
1361,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.057,120,5.9
1362,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC(N(C)C)=O,DMAc,0.057,120,50.7
1363,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC(N(C)C)=O,DMAc,0.057,120,9.36
1364,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC(N(C)C)=O,DMAc,0.057,120,27.88
1365,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC(N(C)C)=O,DMAc,0.057,120,22.07
1366,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC(N(C)C)=O,DMAc,0.057,120,92.03
1367,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CC(N(C)C)=O,DMAc,0.057,120,0.0
1368,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.057,120,12.25
1369,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.057,120,0.0
1370,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.057,120,20.95
1371,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.057,120,21.88
1372,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.057,120,76.66
1373,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.057,120,0.0
1374,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.057,120,31.53
1375,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.057,120,0.0
1376,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.057,120,64.48
1377,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.057,120,16.07
1378,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.057,120,77.52
1379,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.057,120,0.0
1380,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.057,120,25.45
1381,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.057,120,0.0
1382,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.057,120,49.09
1383,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.057,120,23.23
1384,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.057,120,50.74
1385,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.057,120,0.0
1386,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCC#N,BuCN,0.057,120,23.81
1387,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCC#N,BuCN,0.057,120,0.0
1388,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCC#N,BuCN,0.057,120,58.13
1389,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCC#N,BuCN,0.057,120,11.26
1390,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCC#N,BuCN,0.057,120,75.46
1391,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCC#N,BuCN,0.057,120,0.0
1392,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,120,9.35
1393,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1394,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1395,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,120,5.16
1396,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,120,46.42
1397,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1398,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,120,14.81
1399,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1400,O=C([O-])C(C)(C)C.[K+],KOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,120,38.63
1401,O=C([O-])C(C)(C)C.[K+],KOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,120,3.96
1402,O=C([O-])C(C)(C)C.[K+],KOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,120,33.69
1403,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1404,O=C([O-])C.[Cs+],CsOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,120,12.14
1405,O=C([O-])C.[Cs+],CsOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1406,O=C([O-])C.[Cs+],CsOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,120,34.4
1407,O=C([O-])C.[Cs+],CsOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,120,2.45
1408,O=C([O-])C.[Cs+],CsOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,120,38.65
1409,O=C([O-])C.[Cs+],CsOAc,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1410,O=C([O-])C(C)(C)C.[Cs+],CsOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CCCCOC(C)=O,BuOAc,0.057,120,10.59
1411,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1412,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CCCCOC(C)=O,BuOAc,0.057,120,13.52
1413,O=C([O-])C(C)(C)C.[Cs+],CsOPv,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CCCCOC(C)=O,BuOAc,0.057,120,1.23
1414,O=C([O-])C(C)(C)C.[Cs+],CsOPv,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CCCCOC(C)=O,BuOAc,0.057,120,19.71
1415,O=C([O-])C(C)(C)C.[Cs+],CsOPv,CP(C)C1=CC=CC=C1,PPhMe2,CCCCOC(C)=O,BuOAc,0.057,120,0.0
1416,O=C([O-])C.[K+],KOAc,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,4.66
1417,O=C([O-])C.[K+],KOAc,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,0.0
1418,O=C([O-])C.[K+],KOAc,CC(OC1=C(P(C2CCCCC2)C3CCCCC3)C(OC(C)C)=CC=C1)C,GlorPhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,0.0
1419,O=C([O-])C.[K+],KOAc,FC(F)(F)C1=CC(P(C2=C(C3=C(C(C)C)C=C(C(C)C)C=C3C(C)C)C(OC)=CC=C2OC)C4=CC(C(F)(F)F)=CC(C(F)(F)F)=C4)=CC(C(F)(F)F)=C1,JackiePhos,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,5.4
1420,O=C([O-])C.[K+],KOAc,C[C@]1(O2)O[C@](C[C@]2(C)P3C4=CC=CC=C4)(C)O[C@]3(C)C1,CgMe-PPh,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,31.14
1421,O=C([O-])C.[K+],KOAc,CP(C)C1=CC=CC=C1,PPhMe2,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,0.0
1422,O=C([O-])C(C)(C)C.[K+],KOPv,P(C1=CC=CO1)(C2=CC=CO2)C3=CC=CO3,P(fur)3,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,9.88
1423,O=C([O-])C(C)(C)C.[K+],KOPv,CP(C1=CC=CC=C1)C2=CC=CC=C2,PPh2Me,CC1=CC=C(C)C=C1,p-Xylene,0.057,120,0.0
