canonical_smiles,molregno,mol_chembl_id,standard_relation,standard_value,standard_type,standard_units,description,organism,assay_type,confidence_score,pref_name,tgt_chembl_id
Clc1cccc(COc2cc3cncnc3cc2NC(=O)Nc4cccc5ccccc45)c1,1971366,CHEMBL3634101,>,10000.000000000000000000000000000000,IC50,nM,Displacement of [3H]astemizole from human ERG potassium channel expressed in HEK293 cell membrane after 1 hr,Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc(cc1)[C@H](C)NC(=O)COc2cc(c3c(nn(C)c3n2)c4ccccc4)C(F)(F)F,1971277,CHEMBL3634013,>,30000.000000000000000000000000000000,IC50,nM,Binding affinity to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)c3ccccc3)C(F)(F)F)c4c(C)n[nH]c4C,1971279,CHEMBL3634015,>,30000.000000000000000000000000000000,IC50,nM,Binding affinity to human ERG,Homo sapiens,B,9,HERG,CHEMBL240
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)c3ccccc3)C(F)(F)F)c4c(C)n[nH]c4C,1971279,CHEMBL3634015,>,30000.000000000000000000000000000000,IC50,nM,Inhibition of human ERG by QPatch assay,Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2c(\C=C\C3CCN(CC4CCCCC4)C3)nc5cc(Br)ccc25)cc1,2029377,CHEMBL3696117,=,1100.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CN1CCCC1\C=C\c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2029378,CHEMBL3696118,=,980.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(\C=C\C3CCNC3)n(Cc4ccc(Cl)cc4)c2cc1C,2029379,CHEMBL3696119,=,1600.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCNCC3)n(Cc4ccc(Cl)cc4)c2cc1C,2029380,CHEMBL3696120,=,1100.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CC4CCC(C3)N4)n(Cc5ccc(Cl)cc5)c2cc1C,2029381,CHEMBL3696121,=,4300.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CC1CC(Cc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4)CCN1,2032858,CHEMBL3699563,=,580.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CC(Cc1ccncc1)c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2032859,CHEMBL3699564,=,8800.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCCNC3)n(Cc4ccc(Cl)cc4)c2cc1C,2032860,CHEMBL3699565,=,490.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,2032861,CHEMBL3699566,>,10000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CN1CCCC1CCc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2032862,CHEMBL3699567,=,260.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(\C=C\c3cccs3)n(Cc4ccc(Cl)cc4)c2cc1C,2032863,CHEMBL3699568,>,10000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
C[C@H]1CCCN1Cc2nc3cc(C)ccc3n2Cc4ccc(Cl)cc4,2032864,CHEMBL3699569,<,1000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
C\C(=C/c1cccnc1)\c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2032865,CHEMBL3699570,>,10000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(COC3CCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,2032866,CHEMBL3699571,>,10000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2ncn(Cc3ccc(Cl)cc3)c2cc1C,1277072,CHEMBL1945694,=,7000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2c(nc3cc(Cl)c(Cl)cc23)C4=CNC(=O)C=C4)cc1Cl,2032867,CHEMBL3699572,=,5000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(\C=C\c3ccccc3)n(Cc4ccc(Cl)cc4)c2cc1C,2032868,CHEMBL3699573,=,4000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2c(CN3CCCC3)nc4ccccc24)cc1,831827,CHEMBL1407943,<,1000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2c(CN3CCCC3=O)nc4ccccc24)cc1,2032869,CHEMBL3699574,=,7000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc(Cn2cnc3c(NS(=O)(=O)C)c(C)c(C)cc23)cc1,961471,CHEMBL1537587,>,30000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CS(=O)(=O)c1ccc2c(c1)nc(n2Cc3ccccc3)C(F)(F)F,2032870,CHEMBL3699575,>,30000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,2032871,CHEMBL3699576,=,1300.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
OC[C@@H]1CCCN1Cc2nc3ccccc3n2Cc4ccc(Cl)cc4,2032872,CHEMBL3699577,<,1000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(\C=C\c3occc3)n(Cc4ccc(Cl)cc4)c2cc1C,2032873,CHEMBL3699578,>,10000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
COc1ccc2nc(CN3CCC[C@H]3CO)n(Cc4ccc(Cl)cc4)c2c1,2032874,CHEMBL3699579,=,5000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
OCc1nc2ccccc2n1Cc3ccc(Cl)cc3,1212923,CHEMBL1872352,>,30000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1ccc2nc(CN3CCCC3)n(Cc4ccc(Cl)cc4)c2c1,2032875,CHEMBL3699580,=,650.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Clc1ccc(Cn2c(\C=C\C3CCN(CC4CCCCC4)C3)nc5cc(Br)ccc25)cc1,2029377,CHEMBL3696117,=,1100.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CN1CCCC1\C=C\c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2029378,CHEMBL3696118,=,980.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(\C=C\C3CCNC3)n(Cc4ccc(Cl)cc4)c2cc1C,2029379,CHEMBL3696119,=,1600.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCNCC3)n(Cc4ccc(Cl)cc4)c2cc1C,2029380,CHEMBL3696120,=,1100.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CC4CCC(C3)N4)n(Cc5ccc(Cl)cc5)c2cc1C,2029381,CHEMBL3696121,=,4300.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CC1CC(Cc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4)CCN1,2032858,CHEMBL3699563,=,580.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CC(Cc1ccncc1)c2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2032859,CHEMBL3699564,=,8800.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCCNC3)n(Cc4ccc(Cl)cc4)c2cc1C,2032860,CHEMBL3699565,=,490.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
Cc1cc2nc(CC3CCCCC3)n(Cc4ccc(Cl)cc4)c2cc1C,2032861,CHEMBL3699566,>,10000.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
CN1CCCC1CCc2nc3cc(C)c(C)cc3n2Cc4ccc(Cl)cc4,2032862,CHEMBL3699567,=,260.000000000000000000000000000000,IC50,nM,"Potassium Channel Assay: Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.",Homo sapiens,B,9,HERG,CHEMBL240
