Internal ID,Vendor ID,SMILES,CollectionName,logS
Mol776,43141052,N#Cc1ccccc1-c1ccc(-c2nccn2-c2cccnc2)o1,emolecules,1.473048805
Mol777,42957976,Cc1cc(CNc2ncc(C(F)(F)F)cc2Cl)no1,emolecules,1.428458774
Mol778,MCULE-7051565077,COCCNC(=O)CN1CCN(c2nccn2-c2cccc(Cl)c2)CC1,mcule,1.784331948
Mol779,30191309,Cc1cc(NC(=O)CCc2c(C)nn(C)c2C)no1,emolecules,1.704750904
Mol780,23825625,CCCn1ncc2[nH]c(-c3cc(Cn4cncn4)c(C)cc3C)nc21,emolecules,1.526468512
Mol781,3664558,CCc1nnsc1C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,emolecules,1.508529719
Mol782,413444,OC1CCN(c2ncc(-c3cnccn3)c(-c3cccs3)n2)CC1,emolecules,1.680063427
Mol783,50568787,CN(CC(=O)Nc1cc(F)cc(F)c1)c1ccnc(C(N)=O)c1,emolecules,1.661812686
Mol784,231817334,CSc1ncccc1C(=O)Nc1ccc(N2CCCCC2=O)cc1,emolecules,0.952792443
Mol785,49954298,CCC1(CC)NC(=O)N(CC(=O)N2CCOCC3(CCCC3)C2)C1=O,emolecules,1.802157753
Mol786,48820442,O=C(Cc1ccc(Cl)c(Cl)c1)N1CC(n2ccnn2)C1,emolecules,1.491501766
Mol787,30708810,Cc1oc(C)c(C(=O)Nc2ccn(C)n2)c1C,emolecules,1.564666064
Mol788,30708674,CN(C)c1ccc(Cn2c(=O)[nH]c3ccccc3c2=O)cn1,emolecules,0.414973348
Mol789,30742732,Cc1nc(C)c2c(C)c(C(=O)N(C)Cc3ccc(C)o3)sc2n1,emolecules,1.574031268
Mol790,53755274,Cc1cccn(Cc2cccc(C#N)c2)c1=O,emolecules,1.489958479
Mol791,95558121,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1,emolecules,1.791339704
Mol792,46223729,Cc1nc(N2CCN(C)CC2)nc(C)c1NC(=O)C1CCCCC1,emolecules,1.778440684
Mol793,194321,CC(C)(O)C(=O)N1CCC(c2ccc3c(NCc4ccccc4F)n[nH]c3n2)CC1,emolecules,1.464936429
Mol794,36356108,CCCc1cc(N2CCc3c(nc(C(C)C)n3C)C2)n2ncnc2n1,emolecules,1.751086555
Mol795,30197060,CN(Cc1c(F)cccc1Cl)C(=O)c1ccc(-n2ccnc2)nc1,emolecules,1.733438027
Mol796,50334305,Cc1sc(NC(=O)CN2CCOC(C3CCCO3)C2)c(C)c1C,emolecules,1.784617293
Mol797,48257681,Cn1ccnc1CNc1cc(Br)ccc1-n1cccn1,emolecules,1.686636269
Mol798,44416332,O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(-c3ccccc3)cccc12,emolecules,1.230448921
Mol799,32061442,O=C(NCCNc1ncccc1C(F)(F)F)c1cnc2ccccn2c1=O,emolecules,1.823474229
Mol800,3962718,O=C(Nc1nncs1)c1cccnc1,emolecules,1.646599752
Mol801,301025873,CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CC[C@H](N)C3)c12,emolecules,1.532244644
Mol802,48831006,Cc1ccc(NC(=O)OC(C)(C)C)c2c1N(C(=O)[C@H]1CCCO1)CCC2,emolecules,1.507720977
Mol803,49148489,Fc1ccc(F)c(-c2nc(C3CCOCC3)nn2-c2cccnc2)c1,emolecules,1.545430829
Mol804,147149,Cc1nc([C@H]2CC[C@H](CNC(=O)CN3CCC(c4ccccc4)CC3)CC2)ccc1C(N)=O,emolecules,1.846027675
Mol805,36994254,O=C(NC1(c2ccccc2)CCC1)c1cc(C2CC2)on1,emolecules,0.944482672
Mol806,45762658,CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,emolecules,1.666892211
Mol807,30000529,CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,emolecules,1.634174872
Mol808,902539,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,emolecules,1.479143248
Mol809,32394390,COc1ccc(CCn2c(C3CC3)n[nH]c2=O)cc1,emolecules,1.452553063
Mol810,48421225,Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,emolecules,1.752509401
Mol811,30693076,O=C(NC1CC1)c1cccnc1Oc1ccccc1,emolecules,1.814513952
Mol812,42964208,N#Cc1ccc(CN2CC(n3cccn3)C2)cc1,emolecules,1.562768543
Mol813,50894425,NC(=O)Cn1ccc(-c2ccccc2)n1,emolecules,1.607347777
Mol814,312296,COc1ccc(C(=O)Cn2c(=O)n(-c3ccccc3F)c3nc(C)nc(C(N)=O)c32)cc1,emolecules,0.567026366
Mol815,11963582,Cc1cccc(NC(=O)c2cccc3ncccc23)c1,emolecules,0.685741739
Mol816,250939,CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O,emolecules,2.061452479
Mol817,300055299,O=C(O)CNc1nc(-c2ccccc2)nc2ccccc12,emolecules,1.404149249
Mol818,73020372,COCCS(=O)(=O)N1CCC2(Cc3ccccc3C2)C1,emolecules,1.732634968
Mol819,49945934,Cc1cnn(Cc2nnc(-c3ccccc3)s2)c1,emolecules,1.352375495
Mol820,49968150,Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,emolecules,1.461498527
Mol821,33324451,O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,emolecules,1.533263517
Mol822,42885549,CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,emolecules,1.263636069
Mol823,25649639,COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,emolecules,0.924279286
Mol824,43081907,Cc1nnsc1CN(C)c1ccc2cc[nH]c2n1,emolecules,1.389520466
Mol825,24958639,Cn1cnnc1CNc1ccccc1C#N,emolecules,1.526726867
Mol826,23673158,O=C(c1ccc(O)nc1)N1CCN(c2ncccn2)CC1,emolecules,1.63447727
Mol827,9879245,COc1ccc(NC(=O)c2snnc2C)c(OC)c1,emolecules,0.564666064
Mol828,Z1411035575,Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,enamineHTS,1.654080235
Mol829,32015702,CC(=O)N1CCCN(C(=O)Nc2ccc(N(C)C3CCCCC3)c(F)c2)CC1,emolecules,1.830267801
Mol830,152135,O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,emolecules,0.161368002
Mol831,48597409,CN(C)c1ncn(-c2cccc(N)c2)n1,emolecules,1.343605508
Mol832,901477,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,emolecules,1.221414238
Mol833,32146223,c1ccc(-c2cc3c(N4CCC(c5ncc[nH]5)CC4)ncnc3s2)cc1,emolecules,0.618048097
Mol834,140213,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,emolecules,0.602059991
Mol835,49169918,Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,emolecules,1.461348434
Mol836,30493672,COCC(=O)N1CC[C@H](c2nnc(-c3ccc(C)cc3)o2)C1,emolecules,1.722140125
Mol837,49965014,CCC1(O)CN(c2ncnc3c2c(Br)nn3C)C1,emolecules,1.691435152
Mol838,7723164,Cc1cccc(NC(=O)c2ccc3ccccc3c2)n1,emolecules,0.068185862
Mol839,48880634,c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,emolecules,0.57054294
Mol840,33361007,O=C(Nc1cccc(-c2cnco2)c1)C1(c2cccc(F)c2)CCOCC1,emolecules,1.626032248
Mol841,31981926,CC(=O)NCC1CCN(C(=O)c2cncn2-c2ccc(F)cc2)CC1,emolecules,1.665580991
Mol842,32009682,Cn1cc(CCNC(=O)N2CCc3sccc3C2)cn1,emolecules,1.601516784
Mol843,147155,Cc1cc(CCCC(=O)NC[C@H]2CC[C@H](c3ccc(C(N)=O)c(C)n3)CC2)ccc1F,emolecules,0.50242712
Mol844,44529882,COC1CCN(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,emolecules,1.853576544
Mol845,36909737,Cc1cccc(Oc2cc(CN)ccn2)c1C,emolecules,1.478566496
Mol846,300636138,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,emolecules,0.785329835
Mol847,13484208,Cc1ccc2c(CC(=O)N(C)Cc3nnc4n3CCC4)coc2c1C,emolecules,1.736715134
Mol848,33308690,CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,emolecules,1.412292509
Mol849,43249211,O=C(O)c1ccccc1-n1cnc(CN2CCCC2)c1,emolecules,1.588383768
Mol850,17159117,COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1,emolecules,1.718833718
Mol851,49955148,Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,emolecules,1.665956029
Mol852,46093681,CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1,emolecules,1.230704314
Mol853,13419387,Cc1sc2nc(CN3CCCC3)nc(N)c2c1C,emolecules,1.649821463
Mol854,36356120,CC(C)c1nc2c(n1C)CCN(c1ncnc3ccccc13)C2,emolecules,1.72794771
Mol855,2972727,Cc1nn(CCC#N)c(C)c1Oc1ccccc1O,emolecules,1.564547712
Mol856,32130663,OC1(Cn2nnc(-c3cccnc3)n2)CCCCC1,emolecules,1.399154334
Mol857,31341176,Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,emolecules,1.613630435
Mol858,5799127,Nc1ccc(Oc2ccccc2F)nc1,emolecules,1.408070286
Mol859,30446887,Cn1c(-c2ccc(F)cc2)cnc1NC(=O)CCC(=O)N1CC(=O)Nc2ccccc21,emolecules,1.78724788
Mol860,43664822,Cc1nc(CN2C(=O)CN(C3CCCC3)C2=O)nc2ccccc12,emolecules,1.633165354
Mol861,43140484,CCOC(=O)c1cccnc1-c1cccc2ccnn12,emolecules,1.660675788
Mol862,24110376,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(C(=O)Nc3ccccc3)C1)CC2,emolecules,1.8162413
Mol863,24022867,NC(=O)c1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,emolecules,1.0
Mol864,25020465,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3ccc(F)cc3)C1)CC2,emolecules,0.848189117
Mol865,27368582,O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,emolecules,1.751279104
Mol866,44106917,CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,emolecules,1.738780558
Mol867,30026465,O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1,emolecules,0.835690571
Mol868,30026467,CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,emolecules,1.751663946
Mol869,30026463,Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C,emolecules,1.0
Mol870,208343,Cc1nc(O)cc(C2CN(C3CCCCC3)C2)n1,emolecules,1.617210095
Mol871,32147565,CN(C(=O)C1CCN(c2ncccn2)CC1)C1CCCCCCC1,emolecules,1.69399061
Mol872,32147581,CCS(=O)(=O)N1CCC(C(=O)N(C)C2CCCCCCC2)CC1,emolecules,1.710540448
Mol873,45664515,O=C(CCCc1cc(Cl)sc1Cl)N1CC[C@H](O)C1,emolecules,1.699143687
Mol874,36356154,COc1ccnc(N2CC(n3nc(C)cc3C)C2)n1,emolecules,1.579326204
Mol875,131225,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,emolecules,1.745465169
Mol876,260081695,COCCOCc1ccc(-c2cc3onc(-c4ccccc4)c3c(=O)n2C)cc1,emolecules,1.153509989
Mol877,36269102,Cc1cc(C(=O)N2CCOC(C)(C)C2)cc(C)c1OCc1cccnc1,emolecules,1.688864568
Mol878,2191788,COc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc(C)cc3)C2)c1,emolecules,1.0
Mol879,110220963,Cc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)NC3CCOCC3)C2)cc1,emolecules,1.733598461
Mol880,45716971,COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1,emolecules,1.305566314
Mol881,43559227,CCc1ccc(-c2nccn2CC(=O)Nc2ccc(C)cc2F)nc1,emolecules,1.451325808
Mol882,45763784,Cc1cc(NC(=O)C2CCN(c3ccncc3Cl)CC2)no1,emolecules,1.462397998
Mol883,2343643,Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,emolecules,1.579783597
Mol884,320420210,CCN(Cc1ccccc1)C(=O)c1ccc(O)cc1O,emolecules,1.669316881
Mol885,181210453,CCN(Cc1ccccc1)C(=O)c1cccnc1N,emolecules,1.564666064
Mol886,48629606,Cc1nc(-c2cc(C)on2)n(CCc2ccccc2)n1,emolecules,1.332842267
Mol887,29601204,CCCNC(=O)c1ccnc(N(C)C)c1,emolecules,1.580924976
Mol888,32117877,O=C(NCC(=O)N1CCN(C2CC2)CC1)c1ccccc1,emolecules,1.794488047
Mol889,43366906,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,emolecules,1.068185862
Mol890,32083468,CCN(C(=O)c1cc(NC(C)=O)ccc1F)C1CCCC1,emolecules,1.688775655
Mol891,31839122,Cc1ccccc1C(=O)Nc1nc(C)c(C)s1,emolecules,1.482158695
Mol892,43366944,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,emolecules,1.649626887
Mol893,2246274,COc1ccccc1C(=O)Nc1cccc(C#N)c1,emolecules,1.519040039
Mol894,43638490,CO[C@H]1COCCN(C(=O)c2cccnc2)C1,emolecules,1.541579244
Mol895,50136169,CC(=O)Nc1ccc(C(=O)N2CCc3ncncc3C2)cc1,emolecules,1.527114112
Mol896,36962175,Cn1ccc(NC(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)n1,emolecules,1.627263417
Mol897,Z1611059418,CC(C)c1nnc(NCc2ccn(C)c2)o1,enamineHTS,1.252367514
Mol898,44845158,COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,emolecules,1.110926242
Mol899,152907,CC(C)N1CCC(O)(c2ccccc2F)CC1,emolecules,1.617734035
Mol900,31378111,CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N,emolecules,1.606703741
Mol901,30063543,O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,emolecules,1.720159303
Mol902,31348551,O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,emolecules,1.748962861
Mol903,45736512,CC1Cc2ccccc2N1C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,emolecules,1.738780558
Mol904,31876232,Cc1ccc(NC(=O)C(C)(C)c2ccccc2)nc1,emolecules,1.486005186
Mol905,26060327,O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,emolecules,0.916980047
Mol906,227979253,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,emolecules,1.300812794
Mol907,20072667,CC(C)(C(=O)NCc1ccccn1)c1ccccc1,emolecules,1.889805752
Mol908,31397472,O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,emolecules,1.783689236
Mol909,7716996,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc(NC(=O)c2cccs2)cc1,emolecules,1.734559822
Mol910,32033578,CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,emolecules,1.408239965
Mol911,36907186,COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,emolecules,1.720242018
Mol912,11791483,CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O,emolecules,1.593618308
Mol913,29581584,CON(C)C(=O)CCc1c(C)nn(C)c1C,emolecules,1.534026106
Mol914,54864400,CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,emolecules,1.751048035
Mol915,35693197,O=C(CNc1ccc(C(=O)N2CCCC2)cc1)N1CCCCC1,emolecules,1.734399743
Mol916,32431408,COc1ccc(C)cc1-c1cccnc1O,emolecules,1.515873844
Mol917,36447805,N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,emolecules,0.562292864
Mol918,31412633,Cc1ccc(-c2noc3nc(C)cc(C(=O)O)c23)cc1,emolecules,1.871047261
Mol919,32446521,O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,emolecules,1.610660163
Mol920,43382895,O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,emolecules,1.800235789
Mol921,35739549,COc1ccc(C)cc1-n1ccc(C(=O)NC(C)C)n1,emolecules,1.552668216
Mol922,31951751,CC(C)c1csc(NC(=O)C2CCN(c3ncccn3)CC2)n1,emolecules,1.65079304
Mol923,35765811,CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,emolecules,1.88149878
Mol924,45751322,CN(CCc1ccccn1)C(=O)Nc1nncs1,emolecules,1.658869592
Mol925,31997330,CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1,emolecules,1.610660163
Mol926,1527294,COc1ccc(CNc2ncc(-c3ccc4c(c3)OCO4)n2C)c(OC)c1,emolecules,1.628899564
Mol927,31231105,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,emolecules,1.673020907
Mol928,31837160,CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,emolecules,1.666985718
Mol929,49972816,Cc1cccc(NC(=O)CN(C)c2ncccc2F)n1,emolecules,1.566201719
Mol930,2059266,CCN(CC)C(=O)c1ccc(NC(C)=O)cc1,emolecules,1.539076099
Mol931,299994993,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,emolecules,1.50758604
Mol932,MCULE-8889700922,Cc1ccc(C)c(S(=O)(=O)N2CCCN(CCn3cccn3)CC2)c1,mcule,1.483872454
Mol933,44598735,CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,emolecules,1.533263517
Mol934,44598747,CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,emolecules,1.824321125
Mol935,29703166,CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,emolecules,1.653115993
Mol936,50132153,CCc1ccc(S(=O)(=O)NCc2ccnc(N3CCCC3)n2)cc1,emolecules,1.830396176
Mol937,33312531,Cc1noc(C2CCN(C(=O)C3(c4cccc(F)c4)CCC3)CC2)n1,emolecules,1.882524538
Mol938,73014318,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,emolecules,1.598024072
Mol939,2873705,Cc1ccccc1-n1nc(C(C)(C)C)cc1N,emolecules,1.651374944
Mol940,139887,COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1,emolecules,1.848804701
Mol941,53777805,Cc1cccn(Cc2cccnc2)c1=O,emolecules,1.672097858
Mol942,25014865,c1nc(NC2CCN(C3CC3)CC2)c2sccc2n1,emolecules,1.749890841
Mol943,33317735,Cc1cnn(CC2CC2)c1NC(=O)/C=C/c1ccccc1,emolecules,1.514547753
Mol944,27419746,O=C(NCc1nncn1-c1ccccc1)C1CCCC1,emolecules,1.636086515
Mol945,48309286,Cc1nccn1CCCN1C(=O)SC(C)(C)C1=O,emolecules,1.465828815
Mol946,23827295,Cc1ccc(-c2ccccc2-c2nc3c(cnn3C3CCN(C)CC3)[nH]2)o1,emolecules,1.606918526
Mol947,46078321,Cc1ccc(C)c2c(O)cc(CN3CC(c4ccccn4)C3)nc12,emolecules,1.765817515
Mol948,42964650,COCc1nc(-c2cc(F)ccc2F)c(C)s1,emolecules,0.556302501
Mol949,16780289,Cn1ncc2c(Oc3cccc(C(C)(C)C)c3)ncnc21,emolecules,0.591064607
Mol950,29911643,COc1ccc(-c2noc([C@@H]3CCCN3Cc3cccnc3)n2)cn1,emolecules,1.418301291
Mol951,43413534,N#Cc1ccccc1Cn1nnc(-c2ccccc2)n1,emolecules,1.058805487
Mol952,42961556,Cc1cccn(Cc2ccccc2F)c1=O,emolecules,1.450249108
Mol953,49961912,N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,emolecules,0.892094603
Mol954,42956770,CN(Cc1ccccn1)c1nc2ccccc2o1,emolecules,1.577951128
Mol955,37112493,O=C(NCC#CCN1CCc2ccccc2C1)NCc1ccc(F)cc1,emolecules,1.524655712
Mol956,23728018,Cc1ccc(C(=O)NCC#Cc2ccccc2)cn1,emolecules,1.647969458
Mol957,291159,COc1ccc(CNc2c(-c3ccc(OC)c(OC)c3)nc3cnccn23)cc1,emolecules,1.670802284
Mol958,49320295,Cc1cc(C)nc(NC(=O)N(C)C2CCC2)c1,emolecules,1.615213335
Mol959,49932658,CCCCN(C)C(=O)Nc1cc(C)ccn1,emolecules,1.396548038
Mol960,49955252,Cn1cncc1CCNC(=O)[C@H]1CC1(C)C,emolecules,1.459693976
Mol961,30697446,CC(C)(C)C(=O)N1CCC(NS(C)(=O)=O)CC1,emolecules,1.754730469
Mol962,30448845,CC1(C)Cc2cc(CN3CCC4(CC3)NC(=O)N(Cc3ccccc3)C4=O)ccc2O1,emolecules,1.560504415
Mol963,30666181,Cc1oc(C)c(C(=O)N(C)Cc2ccccc2N2CCOCC2)c1C,emolecules,1.790636962
Mol964,36464307,c1ccc(CCc2n[nH]c(-c3cccc4cnccc34)n2)cc1,emolecules,1.62024019
Mol965,351738,COc1cc2cc(N)c(C3CCN(C(=O)C(C)(C)C)CC3)nc2cc1OC,emolecules,1.72427587
Mol966,36791100,Nc1nncc(-c2ccccc2OC(F)F)n1,emolecules,1.590061231
Mol967,48312888,Cc1cccc(C(=O)N(C)CCc2cnccn2)c1,emolecules,1.48258777
Mol968,31878740,O=C(C1CCCN(Cc2cc3c(cc2O)OCO3)C1)N1CCOCC1,emolecules,1.746244872
Mol969,29577392,O=C(NCc1ncc(-c2ccccc2)o1)C1CCCCC1,emolecules,1.880298991
Mol970,11812085,CC1CCN(CC(=O)Nc2nc(-c3c[nH]c4ccccc34)cs2)CC1,emolecules,0.715167358
Mol971,35709702,CNC(=O)Cn1ccc2cc(OC)ccc21,emolecules,1.600646236
Mol972,29658437,C#CCNC(=O)c1cc(C(C)C)nn1CC,emolecules,1.454082271
Mol973,29658635,CCOC(=O)N1CCN(C(=O)Nc2cccc3c2CCCC3)CC1,emolecules,1.712902125
Mol974,6180154,Cc1cccc2sc(NC(=O)C(C)(C)C)nc12,emolecules,1.354684554
Mol975,24093551,Cc1cccc(NC(=O)c2ccccc2-c2ccccc2)n1,emolecules,1.520221436
Mol976,36342874,Cc1nc(N2CCc3c(ncn3C)C2)c2c(C)c(C)sc2n1,emolecules,1.676967814
Mol977,13458787,Cc1sc(-c2ccccn2)nc1-c1ccc(NC(=O)C(C)C)cc1,emolecules,0.149219113
Mol978,36284654,Cc1c(C(=O)NC2CCN(CC3CCCCC3)CC2)cnn1C,emolecules,1.689663965
Mol979,37022061,COc1cc(F)c(NCC(=O)Nc2ccc(C)cc2)cc1OC,emolecules,1.678062905
Mol980,3572643,CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,emolecules,1.794278866
Mol981,32009324,O=C(NC[C@H]1CCN(c2ccccc2)C1)N1CCc2sccc2C1,emolecules,1.226599905
Mol982,32378112,O=C(NCC1=CCCN(Cc2cc(F)ccc2Cl)C1)c1ccco1,emolecules,1.5774918
Mol983,48763678,c1ccc(Cc2nnc(NC3CCOCC3)s2)cc1,emolecules,1.530967682
Mol984,29618437,Cc1ccc(CCNC(=O)c2ccncc2)o1,emolecules,1.466422722
Mol985,72973086,CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,emolecules,1.341236623
Mol986,30190454,NC(=O)C1CCN(C(=O)CCc2ccc(Cl)cc2)CC1,emolecules,1.678973376
Mol987,36261251,O=C(CCc1cc2ccccc2o1)N1CCN(c2cnccn2)CC1,emolecules,1.744684063
Mol988,195031,COc1cccc(N(C)CCC(=O)N2CCC(c3ccc(-c4ccc(N)nc4)cn3)CC2)c1,emolecules,1.672282625
Mol989,48779690,CC1(C)COCCN1Cc1cnn(-c2ccccc2)n1,emolecules,1.168497484
Mol990,32146431,CN(CC(=O)Nc1ccncc1)C1CCCC1,emolecules,1.610553705
Mol991,31911519,CCn1cc(NC(=O)c2ccccc2C)cn1,emolecules,1.507451061
Mol992,48259551,CC(C)[C@H](Nc1ncc(Cl)cn1)C(=O)N1CCCC1,emolecules,1.559068334
Mol993,24070010,Cc1sc2nc(CN3CCOCC3)nc(N3CCN(c4ccncc4)CC3)c2c1C,emolecules,1.884058647
Mol994,31871793,COc1ccccc1-c1nn(-c2ccccc2)cc1CO,emolecules,1.295127085
Mol995,46620326,CCc1nc(CN2C(=O)COc3ccc(F)cc32)cs1,emolecules,1.320354033
Mol996,49156244,CCCCn1nc(-c2ccc(C)o2)nc1CNC,emolecules,1.467015818
Mol997,171697218,CC(=O)NCCCOc1ccc(CN2C[C@H](O)[C@@H](Oc3cccc(C)c3)C2)cc1,emolecules,1.652052848
Mol998,31409108,NCc1cccnc1OCc1ccccc1,emolecules,1.406369835
Mol999,49155578,Fc1ccc(-n2nc(C3CCOCC3)nc2-c2cn[nH]c2)c(F)c1,emolecules,1.412964272
Mol1000,32048916,CC(C)(C)c1nc(Cn2nnc3ccccc3c2=O)no1,emolecules,1.5402043
Mol1001,24069164,O=C(CN1CCOC(c2ccc(F)cc2)C1)Nc1ccccc1OC(F)F,emolecules,1.36361198
Mol1002,15283106,COc1ccc(NC(=O)C(C)N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,emolecules,1.27989498
Mol1003,14097435,Cc1ccc(C(=O)N(C)C)cc1NS(C)(=O)=O,emolecules,1.701395269
Mol1004,267729,CS(=O)(=O)N1CC(c2n[nH]c3ncccc23)C1,emolecules,1.522574633
Mol1005,30438633,CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,emolecules,0.176091259
Mol1006,537527,N=C(N)N/N=C/c1c(Cl)cccc1Cl,emolecules,1.701481636
Mol1007,1456984,CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O,emolecules,1.173768823
Mol1008,50897890,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,emolecules,0.509202522
Mol1009,71010653,O=C1N=C2C=CC=CN2C12Cc1ccccc1C2,emolecules,1.572871602
Mol1010,222599,c1cc2cc[nH]c2c(CC2CN(C3CCCC3)C2)n1,emolecules,1.268811904
Mol1011,33362309,COc1ccc(-c2csc3ncnc(Oc4ccc(C)nc4)c23)cc1,emolecules,0.892651034
Mol1012,43272847,Cc1n[nH]c(C)c1Cc1ccc(NCCC(C)C)cc1,emolecules,1.167612673
Mol1013,LN01342435,N[C@H](Cc1c[nH]c2ccccc12)C(=O)N/N=C/c1ccc2nccnc2c1,labnetworkBB,1.60498163
