ligand_id,SMILES,dG_bind,dG_bind_err
7132,COc1ccc(C(=O)Nc2ccnc(Nc3cc(C4CC4)nc(N)n3)c2)cc1,5.868,0.501
7133,Cc1cccc(N)c1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,20.563,0.457
7134,CN(C)c1nc(Cl)cc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n1,-3.531,0.499
7135,Cc1c(N)cccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,8.635,0.46
7136,Cc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)CC2CC2)ncc1F,9.077,0.47
7137,Cc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)nc(CO)n1,-2.548,0.483
7138,O=C(CSC(F)F)Nc1cc(NC(=O)c2ccc(O)cc2Cl)ccn1,1.139,0.464
7139,CC(O)Cn1cc(Nc2cc(NC(=O)c3c(Cl)cc(Cl)cc3Cl)ccn2)cn1,-0.315,0.501
7140,COc1cc(Cl)c(C(=O)Nc2ccnc(Nc3cc(CO)nc(C)n3)c2)c(Cl)c1,-3.534,0.512
7141,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,4.122,0.466
7142,CNc1nc(C)cc(Nc2cc(NC(=O)c3cccc(Cl)c3F)ccn2)n1,-2.454,0.484
7143,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)Nc2cccnc2)ncc1F,0.205,0.493
7144,COCCCNC(=O)Nc1cc(NC(=O)c2ccc(F)cc2Cl)ccn1,-3.159,0.483
7145,Cc1ccc(C(=O)Nc2cc(NC(=O)NC3CC3)ncc2F)c(Cl)c1,-1.882,0.465
7146,CNC(=O)c1cccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,-2.821,0.494
7147,COc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,11.684,0.476
7148,Cc1cc(O)ccc1C(=O)Nc1cc(NC(=O)C2CC2(F)F)ncc1F,0.156,0.459
7149,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cc(CF)cc3Cl)ccn2)nc(N)n1,7.047,0.506
7150,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,5.954,0.467
7151,COc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,-2.287,0.462
7152,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3nc(C)co3)c2)c1,6.554,0.472
7153,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cc(OC)cc3Cl)ccn2)cn1,-1.002,0.497
7154,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)nc(N)n3)c2)c1,-1.805,0.479
7155,Cc1cccc(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1N,11.377,0.463
7156,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CC3CO)ncc2F)cc1,6.458,0.466
7157,O=C(Nc1cc(NC(=O)c2cccc(O)c2Cl)c(F)cn1)NC1CC1,-6.011,0.458
7158,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)nn3C)c2)c(Cl)c1,12.83,0.482
7159,CCNc1nc(CC)cc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)ccn2)n1,-13.97,0.527
7160,Cc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)NC2CC2)ncc1F,1.312,0.47
7161,Cc1nc(CO)cc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)ccn2)n1,-8.645,0.478
7162,CNc1nc(Nc2cc(NC(=O)c3cc(C)ccc3Cl)ccn2)cc(C(C)C)n1,5.991,0.513
7163,COc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,1.199,0.466
7164,Cc1nc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)cc(N(C)C)n1,-8.094,0.497
7165,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)cn1,7.223,0.493
7166,Cc1ccc(C(=O)Nc2cc(NC(=O)CC3CC3)ncc2F)c(Cl)c1,1.808,0.474
7167,COc1cccc(C(=O)Nc2cc(NC(=O)C3(C)CC3)ncc2F)c1F,19.805,0.471
7168,Cc1cc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)ccn2)n[nH]1,-4.314,0.454
7169,CCc1cc(Nc2cc(NC(=O)c3cccc(Cl)c3C)ccn2)nc(N)n1,8.075,0.491
7170,CC(=O)N(C)c1ccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc1,-4.584,0.509
7171,CNc1nc(C)cc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)ccn2)n1,0.27,0.512
7172,COc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c(F)c1,6.555,0.471
7173,COc1ccc(C(=O)Nc2ccnc(NC(=O)CSC(F)F)c2)c(Cl)c1,6.659,0.48
7174,COc1ccc(Cl)c(C(=O)Nc2ccnc(Nc3cc(C)[nH]n3)c2)c1,0.284,0.465
7175,Cc1c(N)cccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,7.291,0.469
7176,Cc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CC3)c2)c(F)c1,12.213,0.46
7177,COC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,4.698,0.467
7178,Cc1cnc(Nc2cc(NC(=O)c3c(C)cccc3Cl)c(F)cn2)cn1,9.802,0.469
7179,Nc1cccc(C(=O)Nc2ccnc(Nc3cc(C4CC4)[nH]n3)c2)c1,2.697,0.47
7180,Cc1cc(Nc2cc(NC(=O)c3ccccc3C)ccn2)nc(C2CC2)n1,5.012,0.495
7181,O=C(Nc1ccnc(Nc2cc(C3CC3)[nH]n2)c1)c1ccccc1F,-2.864,0.46
7182,Cc1nccc(Nc2cc(NC(=O)c3c(C)cccc3Cl)c(F)cn2)n1,-1.235,0.471
7183,Cc1ccc(N)cc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,3.93,0.47
7184,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)nc(N)n3)c2)c(Cl)c1,11.554,0.483
7185,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ncc(C)cn2)c1,16.59,0.479
7186,COc1cccc(Cl)c1C(=O)Nc1cc(Nc2ncccn2)ncc1F,6.802,0.472
7187,Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)c(F)cn1,14.352,0.435
7188,CCc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)nc(NC)n1,11.64,0.496
7189,O=C(COCc1ccccc1)Nc1cc(NC(=O)c2c(F)cccc2Cl)c(F)cn1,-5.035,0.506
7190,CN(C)c1cncc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,7.743,0.498
7191,O=C(Nc1ccnc(Nc2nccs2)c1)c1ccc(O)cc1Cl,-5.181,0.45
7192,Cc1cc(C)nc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)c1,6.673,0.469
7193,COC(=O)c1ccnc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)c1,-0.644,0.485
7194,O=C(Nc1cc(Nc2ccncn2)ncc1F)c1c(Cl)cc(CO)cc1Cl,6.507,0.488
7195,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1,1.243,0.502
7196,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,5.745,0.454
7197,Cc1nc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)cc(N(C)C)n1,9.961,0.507
7198,CC(=O)Nc1ccc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)nc1C,4.94,0.517
7199,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)no1,-6.189,0.453
7200,Cc1ccc(F)c(C(=O)Nc2ccnc(NC(=O)CC3CC3)c2)c1,6.352,0.458
7201,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2cccnc2)c(F)cn1,-0.513,0.481
7202,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n[nH]1,-5.584,0.465
7203,COc1cccc(Cl)c1C(=O)Nc1cc(Nc2ncccc2F)ncc1F,0.871,0.472
7204,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccnc(CO)n2)c1,11.906,0.489
7205,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n[nH]1,0.245,0.461
7206,O=C(COCc1ccccc1)Nc1cc(NC(=O)c2ccccc2Cl)c(F)cn1,-12.954,0.504
7207,O=C(Nc1cc(NC(=O)c2ccc(F)cc2F)ccn1)NC1CC(O)C1,5.494,0.47
7208,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(Nc2ncc(C)cn2)c1,18.737,0.491
7209,Cc1coc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,5.68,0.46
7210,Cc1nc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)cc(N(C)C)n1,-2.633,0.496
7211,Cc1cc(Nc2cc(NC(=O)c3ccccc3N)ccn2)nc(C2CC2)n1,7.713,0.485
7212,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2COC2)ncc1F,0.997,0.452
7213,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)cc1,-6.976,0.507
7214,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3N)ccn2)no1,14.332,0.459
7215,Cc1coc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,8.915,0.455
7216,O=C(Nc1cc(NC(=O)c2cc(O)ccc2F)ccn1)NC1CC1,0.965,0.453
7217,CC(C)c1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(N)n1,-1.685,0.493
7218,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1cccc(O)c1Cl,4.023,0.477
7219,COc1c(Cl)cccc1C(=O)Nc1cc(Nc2cc(C)ccn2)ncc1F,1.345,0.481
7220,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(NC(C)=O)cc2Cl)c(F)cn1,3.822,0.503
7221,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,4.385,0.451
7222,O=C(Nc1ccnc(Nc2cc(C3CC3)[nH]n2)c1)c1cccc(F)c1F,-5.0,0.464
7223,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CC(C)C)ncc1F,4.453,0.466
7224,O=C(Nc1ccnc(Nc2cnccn2)c1)c1cc(F)ccc1F,8.568,0.441
7225,Cc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2ccc(C#N)cn2)c1,9.061,0.474
7226,Nc1ccccc1C(=O)Nc1cc(NC(=O)C2CCCO2)ncc1F,15.435,0.46
7227,Cc1cncc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,4.939,0.465
7228,CN(C)c1ccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc1,4.171,0.493
7229,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1cccc(F)c1Cl,-5.959,0.468
7230,CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2OC)c(F)cn1,8.243,0.459
7231,Cc1cnc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)cn1,2.995,0.472
7232,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3C)ccn2)nc(N)n1,13.076,0.483
7233,COC(=O)c1ccnc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)c1,-2.005,0.486
7234,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,2.668,0.45
7235,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)NCc2ccccc2)ncc1F,2.696,0.496
7236,COc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2ccnc(CO)n2)c1,4.524,0.496
7237,CNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,4.265,0.468
7238,N#Cc1ccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc1,3.963,0.463
7239,Nc1ccc(C(=O)Nc2ccnc(Nc3ncccn3)c2)cc1,19.541,0.453
7240,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)cn1,-6.782,0.47
7241,COc1ccccc1C(=O)Nc1ccnc(Nc2cc(Cl)nc(C)n2)c1,6.574,0.481
7242,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2nc(C)cc(C)n2)c1,25.536,0.489
7243,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(N)n1,-2.389,0.471
7244,COc1ccc(C(=O)Nc2ccnc(Nc3ncc(C)cn3)c2)c(Cl)c1,15.473,0.485
7245,Cc1ccc(C(=O)Nc2ccnc(Nc3nc(C)co3)c2)c(Cl)c1,11.873,0.466
7246,COc1cccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,10.139,0.48
7247,COC(=O)c1ccnc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)c1,9.771,0.489
7248,O=C(Nc1ccnc(Nc2cccc(CO)n2)c1)c1cccc(F)c1Cl,0.652,0.474
7249,Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)NCc3ccccc3)ncc2F)c(Cl)c1,-4.637,0.506
7250,COc1cc(Cl)cc(Cl)c1C(=O)Nc1ccnc(Nc2ccnc(CO)n2)c1,3.17,0.498
7251,O=C(Nc1ccnc(Nc2ccncc2)c1)c1ccc(O)cc1,4.228,0.449
7252,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)no1,-0.301,0.455
7253,Cc1ccc(C)c(C(=O)Nc2cc(NC(=O)C3COC3)ncc2F)c1,8.716,0.461
7254,COc1nccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)n1,2.415,0.479
7255,Cc1cccc(C(=O)Nc2cc(NC(=O)C3(C)CC3)ncc2F)c1F,13.607,0.459
7256,CC(=O)N(C)c1ccc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)nc1,-9.323,0.504
7257,Cc1cc(C)nc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)c1,12.516,0.479
7258,Cc1nccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,-1.512,0.471
7259,Cc1cc(Nc2cc(NC(=O)c3cccc(F)c3Cl)ccn2)nc(C)n1,-1.748,0.475
7260,CCNC(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)c(F)cn1,-5.938,0.453
7261,Nc1ccc(Cl)cc1C(=O)Nc1cc(NCC2CC2)ncc1F,22.497,0.443
7262,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CF)ncc1F,2.767,0.458
7263,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)Oc3ccccc3)ncc2F)c1,-6.261,0.491
7264,CC(C)OC(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)c(F)cn1,1.494,0.456
7265,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C(C)C)ncc1F,13.04,0.466
7266,Cc1coc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,12.584,0.462
7267,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc(N(C)C)n1,-10.3,0.505
7268,CC(C)NC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,5.186,0.465
7269,COc1ccc(C(=O)Nc2ccnc(Nc3ccnc(CO)n3)c2)c(Cl)c1,2.285,0.495
7270,Cc1ccc(C(=O)Nc2ccnc(Nc3ccc(C#N)cn3)c2)c(Cl)c1,11.069,0.474
7271,COc1ccccc1C(=O)Nc1ccnc(Nc2cc(C)nc(Cl)n2)c1,4.017,0.48
7272,CC(=O)Nc1cc(Cl)c(C(=O)Nc2cc(NC(=O)NC(C)C)ncc2F)c(Cl)c1,6.834,0.513
7273,O=C(Nc1cc(Nc2cncc(CO)n2)ncc1F)c1c(F)cccc1Cl,-5.5,0.475
7274,CN(C)c1cncc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,8.566,0.495
7275,COc1cncc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)n1,18.089,0.485
7276,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CO)ncc1F,17.42,0.446
7277,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,3.584,0.447
7278,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc1,-0.925,0.506
7279,Cc1cc(C)nc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,12.723,0.483
7280,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)cc1,2.326,0.51
7281,O=C(Nc1ccnc(Nc2ncccn2)c1)c1ccc(F)cc1,19.241,0.443
7282,CC(=O)Nc1ccc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc1C,-2.135,0.505
7283,Cc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,7.019,0.469
7284,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,0.38,0.463
7285,Cc1cnc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc1,7.272,0.469
7286,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2ccccc2)c(F)cn1,6.846,0.47
7287,Cc1ccc(C(=O)Nc2ccnc(Nc3cn[nH]c3)c2)c(Cl)c1,9.128,0.451
7288,Cc1ccc(C(=O)Nc2ccnc(NC(=O)NC3CCC3)c2)c(N)c1,20.419,0.475
7289,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C(F)F)ncc1F,6.467,0.459
7290,O=C(Nc1cc(Nc2cncc(CO)n2)ncc1F)c1ccccc1Cl,-4.336,0.471
7291,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3)ccn2)nc(NC(C)C)n1,5.217,0.513
7292,Cc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,0.832,0.463
7293,Cc1ccc(C)c(C(=O)Nc2ccnc(Nc3ccncc3)c2)c1,5.72,0.461
7294,O=C(Nc1cc(Nc2ccncc2)ncc1F)c1c(F)cccc1F,-5.972,0.445
7295,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,-0.793,0.457
7296,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1cc(Cl)ccc1F,1.143,0.471
7297,Cc1ccc(C(=O)Nc2ccnc(NC(=O)CC3CC3)c2)c(F)c1,12.746,0.466
7298,N#Cc1ccc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc1,0.179,0.476
7299,Cc1cc(N)ccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,6.603,0.475
7300,Cc1coc(Nc2cc(NC(=O)c3ccc(Cl)cc3C)ccn2)n1,15.872,0.465
7301,COc1nccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,1.011,0.472
7302,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)NC(C)C)ncc1F,-1.546,0.464
7303,CN(C)c1ccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc1,11.954,0.491
7304,O=C(Nc1cc(NC(=O)c2ccc(O)cc2F)ccn1)NC1CC1,-0.212,0.455
7305,Nc1nc(Nc2cc(NC(=O)c3ccc(F)cc3F)ccn2)cc(C2CC2)n1,3.696,0.479
7306,O=C(Nc1cc(Nc2cc(CO)ccn2)ncc1F)c1ccc(Cl)cc1F,4.924,0.477
7307,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)on1,-9.161,0.457
7308,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n[nH]1,5.631,0.458
7309,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3F)ccn2)nc(C)n1,9.241,0.474
7310,COc1ccc(C(=O)Nc2ccnc(Nc3ccc(CO)cn3)c2)c(Cl)c1,8.834,0.493
7311,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)no1,-9.442,0.455
7312,CC(=O)N(C)c1ccc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)nc1,-8.73,0.508
7313,Cc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccc(C#N)cn2)c1,4.652,0.469
7314,Cc1nc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)cc(N(C)C)n1,-3.182,0.506
7315,CNc1nc(C)cc(Nc2cc(NC(=O)c3cc(Cl)ccc3N)ccn2)n1,8.421,0.486
7316,CNc1nc(Nc2cc(NC(=O)c3ccc(Cl)cc3N)ccn2)cc(C(C)C)n1,9.483,0.518
7317,CCOC(=O)Nc1cc(NC(=O)c2c(N)cccc2Cl)c(F)cn1,1.837,0.448
7318,O=C(Nc1ccnc(Nc2nccs2)c1)c1cccc(O)c1Cl,0.597,0.448
7319,COC(=O)Nc1cc(NC(=O)c2c(Cl)cc(NC(C)=O)cc2Cl)c(F)cn1,7.713,0.495
7320,COC(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)c(F)cn1,7.567,0.449
7321,Cc1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)nc(N)n1,8.21,0.48
7322,Nc1cccc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)n1,13.292,0.491
7323,CCc1cc(Nc2cc(NC(=O)c3ccccc3)ccn2)nc(NC2CC2)n1,-7.973,0.505
7324,Cc1cc(F)ccc1C(=O)Nc1cc(NC(=O)C2CC(=O)C2)ncc1F,6.401,0.462
7325,CN(C)c1nc(Cl)cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,0.507,0.503
7326,O=C(Nc1ccnc(Nc2ncccn2)c1)c1c(F)cc(F)cc1F,8.757,0.448
7327,Cc1cc(Nc2cc(NC(=O)c3c(F)cccc3F)ccn2)nc(C2CC2)n1,-9.956,0.483
7328,CC(O)c1cc(Cl)c(C(=O)Nc2cc(Nc3ccccn3)ncc2F)c(Cl)c1,14.151,0.493
7329,Cc1cccc(F)c1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,8.037,0.455
7330,COC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2OC)c(F)cn1,-0.01,0.456
7331,Cc1cnc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc1,9.693,0.47
7332,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2ccc(CO)cn2)c1,17.419,0.487
7333,Cc1cccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)c1,3.668,0.47
7334,Cc1cncc(Nc2cc(NC(=O)c3c(C)cccc3Cl)c(F)cn2)n1,6.799,0.477
7335,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2ccncc2)c(F)cn1,6.352,0.469
7336,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc(N)n1,-5.769,0.487
7337,Cc1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3F)ccn2)nc(C)n1,-1.402,0.472
7338,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C4CC4)nc(N)n3)c2)cc1,11.634,0.487
7339,O=C(Nc1cccnc1)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)c(F)cn1,3.99,0.499
7340,COc1cccc(C(=O)Nc2cc(NC(=O)C3CCOC3)ncc2F)c1C,19.209,0.485
7341,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3CNC(C)=O)ncc2F)c1F,11.114,0.514
7342,COc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,-1.908,0.476
7343,O=C(Nc1ccnc(Nc2cnn(C3CCOCC3)c2)c1)c1ccc(O)cc1Cl,-11.343,0.511
7344,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)NC2CC(O)C2)ncc1F,0.257,0.495
7345,Cc1cc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc(N2CCC2)n1,-5.983,0.514
7346,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3CNC(C)=O)ncc2F)c1,18.503,0.507
7347,CCc1cc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)nc(N2CCC2)n1,0.777,0.522
7348,COc1c(C)cccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,9.459,0.485
7349,O=C(Nc1ccnc(Nc2cnn(C3CCOCC3)c2)c1)c1cccc(O)c1Cl,-3.352,0.506
7350,COc1cccc(C(=O)Nc2cc(NC(=O)C3CC3C#N)ncc2F)c1C,9.434,0.488
7351,COc1c(F)cccc1C(=O)Nc1cc(NC(=O)C2CC2CNC(C)=O)ncc1F,-9.841,0.512
7352,Cc1cc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc(N2CCC2)n1,-13.964,0.508
7353,COc1cccc(C)c1C(=O)Nc1cc(NC(=O)C2CC2C#N)ncc1F,-5.73,0.474
7354,COc1c(F)cccc1C(=O)Nc1ccnc(NC(=O)Nc2ccccn2)c1,8.629,0.488
7355,CC(C)NC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,4.289,0.457
7356,Cc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)c(F)cn2)c1,3.246,0.473
7357,C=Cc1cc(Cl)c(C(=O)Nc2cc(NC(C)=O)ncc2F)c(Cl)c1,7.868,0.463
7358,CN(C)c1ccc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)nc1,1.351,0.493
7359,COc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)Nc2ccccn2)c1,11.391,0.49
7360,O=C(Cc1ccccc1)Nc1cc(NC(=O)c2cc(Cl)ccc2F)c(F)cn1,8.607,0.48
7361,CCOC(=O)Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1,-9.36,0.446
7362,Cc1ccc(Cl)cc1C(=O)Nc1cc(Nc2ccccn2)ncc1F,0.946,0.457
7363,Nc1c(Cl)cccc1C(=O)Nc1cc(Nc2ccncn2)ncc1F,5.57,0.454
7364,COc1cccc(Cl)c1C(=O)Nc1cc(Nc2cnccn2)ncc1F,8.853,0.466
7365,Cc1c(O)cccc1C(=O)Nc1ccnc(NC(=O)Oc2ccccc2)c1,2.769,0.482
7366,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,16.512,0.495
7367,Cc1cc(Cl)c(C(=O)Nc2cc(Nc3cccc(N)n3)ncc2F)c(Cl)c1,17.777,0.486
7368,O=C(Nc1ccnc(Nc2cn[nH]c2)c1)c1c(F)ccc(F)c1Cl,-3.987,0.446
7369,COc1cccc(C)c1C(=O)Nc1ccnc(NC(=O)Nc2ccccn2)c1,8.356,0.493
7370,CNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C=O)cc2Cl)c(F)cn1,5.096,0.467
7371,CC(C)C(=O)Nc1cc(NC(=O)c2cccc(Cl)c2N)c(F)cn1,15.521,0.459
7372,CN(C)c1cncc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)n1,-1.127,0.487
